Goal,Analysis variable,time,heatPumpSystem.declination,vol.V,heaCap.C,rad.n,theCon.G
Pel,ST,370.0,0.0,0.0,0.0,0.0,0.0
Pel,ST,380.0,0.0,0.0,0.0,0.0,0.0
Pel,ST,390.0,0.0,0.0,0.0,0.0,0.0
Pel,ST,400.0,0.0,0.0,0.0,0.0,0.0
Pel,ST,410.0,0.0,0.0,0.0,0.0,0.0
Pel,ST,420.0,0.0,0.0,0.0,0.0,0.0
Pel,ST,430.0,0.0,0.0,0.0,0.0,0.0
Pel,ST,440.0,0.0,0.0,0.0,0.0,0.0
Pel,ST,450.0,0.0,0.0,0.0,0.0,0.0
Pel,ST,460.0,0.0,0.0,0.0,0.0,0.0
Pel,ST,470.0,0.0,0.0,0.0,0.0,0.0
Pel,ST,480.0,0.0,0.0,0.0,0.0,0.0
Pel,ST,490.0,0.0,0.0,0.0,0.0,0.0
Pel,ST,500.0,0.0,0.0,0.0,0.0,0.0
Pel,ST,510.0,0.0,0.0,0.0,0.0,0.0
Pel,ST,520.0,0.0,0.0,0.0,0.0,0.0
Pel,ST,530.0,0.0,0.0,0.0,0.0,0.0
Pel,ST,540.0,0.0,0.0,0.0,0.0,0.0
Pel,ST,550.0,0.0,0.0,0.0,0.0,0.0
Pel,ST,560.0,0.0,0.0,0.0,0.0,0.0
Pel,ST,570.0,0.0,0.0,0.0,0.0,0.0
Pel,ST,580.0,0.0,0.0,0.0,0.0,0.0
Pel,ST,590.0,0.0,0.0,0.0,0.0,0.0
Pel,ST,600.0,0.0,0.0,0.0,0.0,0.0
Pel,ST,610.0,0.0,0.0,0.0,0.0,0.0
Pel,ST,620.0,0.0,0.0,0.0,0.0,0.0
Pel,ST,630.0,0.0,0.0,0.0,0.0,0.0
Pel,ST,640.0,0.0,0.0,0.0,0.0,0.0
Pel,ST,650.0,0.0,0.0,0.0,0.0,0.0
Pel,ST,660.0,0.0,0.0,0.0,0.0,0.0
Pel,ST,670.0,0.0,0.0,0.0,0.0,0.0
Pel,ST,680.0,0.0,1.0002442002441998,2.0004884004883996,1.0002442002441998,2.0004884004883996
Pel,ST,690.0,0.0,0.3583677469027789,0.21502064814166733,0.8600825925666693,1.003429691327781
Pel,ST,700.0,0.0,0.3583677469027789,0.21502064814166733,0.8600825925666693,1.003429691327781
Pel,ST,710.0,0.0,0.3583677469027789,0.21502064814166733,0.8600825925666693,1.003429691327781
Pel,ST,720.0,0.0,0.3583677469027789,0.21502064814166733,0.8600825925666693,1.003429691327781
Pel,ST,730.0,0.0,0.3580463088629397,0.21476217760252245,0.860012548159255,1.0032987925463397
Pel,ST,740.0,0.0,0.35873827913825074,0.2152089523121468,0.8601745343206594,1.0032289349212025
Pel,ST,750.0,0.0,0.35914189076876635,0.215427046661059,0.8599859603494956,1.0033903878250034
Pel,ST,760.0,0.0,0.35927426310033744,0.21543419668896155,0.8597627726565811,1.0035145418373863
Pel,ST,770.0,0.0,0.35917001975831525,0.2153222996368008,0.8596792968803694,1.0035610910493409
Pel,ST,780.0,0.0,0.033444429298438806,0.04849434563086463,0.20401065133302257,0.981667034901898
Pel,ST,790.0,0.0,0.02894169599441749,0.045697346212932255,0.17821965165160794,1.000853855684727
Pel,ST,800.0,0.0,0.02894071898269602,0.04569577724636504,0.1782135784392789,1.0008497634082851
Pel,ST,810.0,0.0,0.028931247893398196,0.04568060489687583,0.17821754911621465,1.0008213504864638
Pel,ST,820.0,0.0,0.028884758951943028,0.045617805424638905,0.17854482467147056,1.000986666586806
Pel,ST,830.0,0.0,0.02910832077644514,0.045914493286506555,0.17903820119092181,1.001182732568567
Pel,ST,840.0,0.0,0.02929516143032626,0.04623193365804822,0.17922494287186527,1.0011918172668617
Pel,ST,850.0,0.0,0.029337942401656672,0.04630874440589774,0.1791991424938934,1.0011808017114185
Pel,ST,860.0,0.0,0.029333843756721566,0.04630558345868175,0.17918519185639095,1.001211632825974
Pel,ST,870.0,0.0,0.029326881034234017,0.04629605230868447,0.1792693593138454,1.0013108443028609
Pel,ST,880.0,0.0,0.016917075032259487,0.010576509467119268,0.12157115090927358,0.9959865149942907
Pel,ST,890.0,0.0,0.016604391486770356,0.0176427628399372,0.13073448831404733,0.9870195457301533
Pel,ST,900.0,0.0,0.016579886796927543,0.017617335201289653,0.13054056585190596,0.9871322156895704
Pel,ST,910.0,0.0,0.016546804328230424,0.017582854686733724,0.13048904148302756,0.9873661739298717
Pel,ST,920.0,0.0,0.016490526816290638,0.0175544953248338,0.13087151379950365,0.9875390741663502
Pel,ST,930.0,0.0,0.01668758821576618,0.017747487759795143,0.13119233237055064,0.9875441718021047
Pel,ST,940.0,0.0,0.01680117851766703,0.017854859076939532,0.13108428198415017,0.9875524759910245
Pel,ST,950.0,0.0,0.016800794825303448,0.017853979762526763,0.13079892278793756,0.9876112852700628
Pel,ST,960.0,0.0,0.016766197133501932,0.017822580881844,0.13056489780615174,0.9877085886733772
Pel,ST,970.0,0.0,0.016735285255842735,0.01779647965743082,0.13047381397594382,0.9877558702279458
Pel,ST,980.0,0.0,0.004896420025992998,0.009754096816427449,0.09753867034973378,0.9933509381469827
Pel,ST,990.0,0.0,0.013323979256204242,0.010502717441207036,0.10702710725771826,0.9961611087502981
Pel,ST,1000.0,0.0,0.013289012093407514,0.010478796287511133,0.106790257072933,0.9961893459557322
Pel,ST,1010.0,0.0,0.013247507977457707,0.010453530016666754,0.10680390158445707,0.9962139090523552
Pel,ST,1020.0,0.0,0.013219645495927471,0.010447844657979651,0.10707091312111931,0.9963050764996537
Pel,ST,1030.0,0.0,0.013316267500822855,0.010538987367797464,0.10724256465936022,0.9963299180605333
Pel,ST,1040.0,0.0,0.013350081120947918,0.01056775475265907,0.10705844507552817,0.9963585405740157
Pel,ST,1050.0,0.0,0.013332847495741951,0.010555374660879389,0.1067566298385328,0.996383647928189
Pel,ST,1060.0,0.0,0.013306995342803548,0.010534264559989695,0.10650686182888165,0.9963904583305948
Pel,ST,1070.0,0.0,0.013285815978623777,0.010518881917204544,0.10639048419734558,0.9963880401358562
Pel,ST,1080.0,0.0,0.024572239047520757,0.0354971719731435,0.2193393983661744,1.0137818017882287
Pel,ST,1090.0,0.0,0.024768373686811902,0.03922342991904158,0.21184129776901153,1.0183155769421073
Pel,ST,1100.0,0.0,0.024762086744525437,0.03920813042443212,0.21157649198483808,1.0181758689796139
Pel,ST,1110.0,0.0,0.024731514303529028,0.03915379157860578,0.2114993386474657,1.0181560893460455
Pel,ST,1120.0,0.0,0.02470123434502771,0.039077923889960044,0.2115742116498431,1.0182354335861354
Pel,ST,1130.0,0.0,0.024762037090758755,0.03919118545224934,0.2115858971958499,1.0181854389054164
Pel,ST,1140.0,0.0,0.024782735045359838,0.03923238065156912,0.21142516486841134,1.0180745393441286
Pel,ST,1150.0,0.0,0.02477850087844519,0.039226877759915235,0.21121466996250773,1.017966269282448
Pel,ST,1160.0,0.0,0.02476503532146928,0.03920317920029774,0.21103111043682943,1.0179042751648395
Pel,ST,1170.0,0.0,0.024749152923399884,0.03917439175483152,0.2108982665890016,1.017921285457233
Pel,ST,1180.0,0.0,0.02359653218244683,0.01844042037799873,0.2384212978483914,1.010018394336166
Pel,ST,1190.0,0.0,0.027977888733720018,0.030541776723258557,0.2620058934412054,0.9983844670127974
Pel,ST,1200.0,0.0,0.02794864572049399,0.030509509028925394,0.26170754049898814,0.9985375650381966
Pel,ST,1210.0,0.0,0.02788806231711272,0.03044258682861649,0.26151127620939857,0.9985838781780598
Pel,ST,1220.0,0.0,0.02781194067867303,0.03040186495090629,0.2616442272611538,0.9986146179430939
Pel,ST,1230.0,0.0,0.027922718933896563,0.030521433485671857,0.26169987105059367,0.9986808171252197
Pel,ST,1240.0,0.0,0.027974800182827796,0.030563087337122447,0.2615825275405023,0.9987801836062342
Pel,ST,1250.0,0.0,0.02797515934685351,0.030552800666457342,0.2614442117935354,0.9988831474886258
Pel,ST,1260.0,0.0,0.027952874024750603,0.030522634296188518,0.26133377508853617,0.9989549603394161
Pel,ST,1270.0,0.0,0.02792064791946362,0.03048581876627576,0.2612389549783355,0.9989759194304554
Pel,ST,1280.0,0.0,0.00854957789925221,0.02402406443519987,0.26056752936937394,0.9963323646266341
Pel,ST,1290.0,0.0,0.02464316406856392,0.02454465403491464,0.2540676353444556,0.987811443529739
Pel,ST,1300.0,0.0,0.02460242045292768,0.02449406804980642,0.2538712181869741,0.9878164135906267
Pel,ST,1310.0,0.0,0.02451265648232404,0.024412178212525164,0.25374634823908376,0.9876143843920905
Pel,ST,1320.0,0.0,0.024460502380009994,0.02448493759703575,0.25403279529789685,0.9873888691712476
Pel,ST,1330.0,0.0,0.024475100137843722,0.02458748950567683,0.25406462219235515,0.9872657281135955
Pel,ST,1340.0,0.0,0.02446083692009647,0.024605153725993693,0.25396434873987317,0.9872205092294578
Pel,ST,1350.0,0.0,0.024422831219937807,0.024574087186139355,0.25380573264249456,0.9872167221310344
Pel,ST,1360.0,0.0,0.02436706978369043,0.024519997765608655,0.2536111672046921,0.987224823809943
Pel,ST,1370.0,0.0,0.02430177482189855,0.024461615502889847,0.253412354784294,0.9872311510319902
Pel,ST,1380.0,0.0,0.025990703834832162,0.038978647113693116,0.3035108441506785,0.9836988711722373
Pel,ST,1390.0,0.0,0.026535223734772285,0.04556780633938644,0.28630535247149896,1.0210326408449162
Pel,ST,1400.0,0.0,0.026487514663604998,0.045481718364259724,0.28645416740092744,1.0209779837916417
Pel,ST,1410.0,0.0,0.02641752712979791,0.04538024280666803,0.286765046772211,1.0209349323580046
Pel,ST,1420.0,0.0,0.02635561001592806,0.04527819587356979,0.2871074756030103,1.0210387207156015
Pel,ST,1430.0,0.0,0.02631644703875673,0.04528752894317688,0.2874375962293441,1.0210591706762595
Pel,ST,1440.0,0.0,0.026270851011247053,0.04524360048049834,0.2876872059015201,1.0210257630065138
Pel,ST,1450.0,0.0,0.026220492982391833,0.04516989860655071,0.2879176971638303,1.0209748352880572
Pel,ST,1460.0,0.0,0.026167717497096406,0.0450870221742933,0.28815827579330594,1.0209255398562944
Pel,ST,1470.0,0.0,0.02611451550125903,0.04500678072439831,0.288414852996745,1.020886220610684
Pel,ST,1480.0,0.0,0.018343217693931765,0.020071568300090253,0.24401402186787668,0.9844479640266102
Pel,ST,1490.0,0.0,0.02359290927070348,0.02565165866169739,0.2565096151350831,0.9859168109605745
Pel,ST,1500.0,0.0,0.023604305570347303,0.025669834114255722,0.2569643762375805,0.9859735692294747
Pel,ST,1510.0,0.0,0.023610536836816017,0.025682341137098844,0.25761831053542006,0.9860259844248047
Pel,ST,1520.0,0.0,0.023628626072157856,0.025717262422467066,0.2583557492231797,0.9860973043723583
Pel,ST,1530.0,0.0,0.023670043479716806,0.025758583613833475,0.2589838710648016,0.9861857934647776
Pel,ST,1540.0,0.0,0.02369661817678489,0.02578728098853453,0.2595429027392556,0.9862537588116469
Pel,ST,1550.0,0.0,0.023713618369976718,0.025809008027209316,0.26009767196150746,0.9863096777771333
Pel,ST,1560.0,0.0,0.023726749405468414,0.025827754338358842,0.2606729805810035,0.9863587377392291
Pel,ST,1570.0,0.0,0.023739119293148214,0.025845611543178316,0.26126886563273705,0.9864042570840245
Pel,ST,1580.0,0.0,0.006837912301741857,0.01900076417404034,0.22515603557213487,0.9949387309015512
Pel,ST,1590.0,0.0,0.017216647447869462,0.019776813992008268,0.21977611029110322,0.9866011733638407
Pel,ST,1600.0,0.0,0.017231085086849368,0.019820419007206446,0.2203359013244334,0.9866470233458535
Pel,ST,1610.0,0.0,0.0172239748993188,0.019867768107615646,0.226972348261162,0.9878866454784494
Pel,ST,1620.0,0.0,0.01722363739268528,0.01993004329547332,0.22800741019728876,0.9879025757774373
Pel,ST,1630.0,0.0,0.01728969168922277,0.02005542574839572,0.22897244667084124,0.9879169297845013
Pel,ST,1640.0,0.0,0.017375218885191605,0.020164114681326065,0.229730086155235,0.9879882141131379
Pel,ST,1650.0,0.0,0.017401452077838452,0.0202233732086585,0.23032568706124615,0.9881320084646187
Pel,ST,1660.0,0.0,0.01740770395958791,0.020268094217031237,0.2309153539506422,0.9882562274420755
Pel,ST,1670.0,0.0,0.01741295917423124,0.020313871130407155,0.23156907503377291,0.9883342805453629
Pel,ST,1680.0,0.0,0.03264983943816813,0.04659606634477748,0.3617869342475945,1.0207860976214376
Pel,ST,1690.0,0.0,0.03199277622205899,0.0500052830061089,0.35513658105383344,1.0412229550136183
Pel,ST,1700.0,0.0,0.031886917615489854,0.049874764766769324,0.35492374517202335,1.0411372985494225
Pel,ST,1710.0,0.0,0.026218371018710357,0.044338697710144814,0.3066026707611624,1.03770530547343
Pel,ST,1720.0,0.0,0.02610545147330993,0.04422511259877977,0.3069663082406342,1.0376393829427402
Pel,ST,1730.0,0.0,0.026117709946651076,0.04421944856729617,0.30707528057657146,1.0374593136601815
Pel,ST,1740.0,0.0,0.02606323356099551,0.04412384061757285,0.30697634474148283,1.0373161100903736
Pel,ST,1750.0,0.0,0.025952702932628847,0.04396603388961724,0.3068594939953685,1.0372423654670067
Pel,ST,1760.0,0.0,0.025823514168997013,0.0437783791138918,0.3067780088776742,1.0371839435357053
Pel,ST,1770.0,0.0,0.025694180506592935,0.04360056861334333,0.30675690432597863,1.037168184255952
Pel,ST,1780.0,0.0,0.02719183270056453,0.027556400285133023,0.33225714483625163,1.0001171941628257
Pel,ST,1790.0,0.0,0.025899761981494726,0.027127705979797818,0.35413261942249985,0.9951073117198778
Pel,ST,1800.0,0.0,0.025882607830342404,0.02711468741460135,0.3539482996741882,0.9950911261775287
Pel,ST,1810.0,0.0,0.025862350124609194,0.027124610300960347,0.3539553842989477,0.9952365683579284
Pel,ST,1820.0,0.0,0.02581700661530289,0.027121623919311846,0.3541263749451455,0.9953294397276468
Pel,ST,1830.0,0.0,0.02586897873737814,0.02713850258448996,0.3542190818897334,0.9953291207877172
Pel,ST,1840.0,0.0,0.02588862333060147,0.027141149792544464,0.354168622267492,0.9953338785416421
Pel,ST,1850.0,0.0,0.02588943347735872,0.027137155188499285,0.35408943089057254,0.9953456689344228
Pel,ST,1860.0,0.0,0.025880932371312417,0.027130564406395438,0.3540373010198572,0.9953721656374703
Pel,ST,1870.0,0.0,0.02586615829981816,0.02712159990424029,0.3540185596655568,0.9953819015010107
Pel,ST,1880.0,0.0,0.017846962827318933,0.027863618457056837,0.39099252156849545,0.987992214372144
Pel,ST,1890.0,0.0,0.0282525862113952,0.03298101675498087,0.40992489321607806,0.9834491572905214
Pel,ST,1900.0,0.0,0.028174550122098563,0.03289659527526645,0.40979466641039947,0.9836750785669829
Pel,ST,1910.0,0.0,0.02790208486868261,0.03262459836667448,0.4158981021400988,0.9812051864885754
Pel,ST,1920.0,0.0,0.027840134822688125,0.03260825438806024,0.4156915690864046,0.9810502614526236
Pel,ST,1930.0,0.0,0.027881641729174657,0.03274267556615974,0.41571287382451005,0.9810665283568938
Pel,ST,1940.0,0.0,0.027858700070118498,0.032753463079663654,0.41563043779476155,0.981187291077516
Pel,ST,1950.0,0.0,0.027798035832077624,0.03270074775882962,0.41548748911410843,0.9813227515336205
Pel,ST,1960.0,0.0,0.02772084038910395,0.032626930093902426,0.41533096412387,0.9814113182014733
Pel,ST,1970.0,0.0,0.027638241732457703,0.03255404552931666,0.4151863977792261,0.981453453131362
Pel,ST,1980.0,0.0,0.040019332304654154,0.05243672447266407,0.46463107149885513,0.996090543349286
Pel,ST,1990.0,0.0,0.040644866683559246,0.05484169977430581,0.4341073747411936,1.0165522158247025
Pel,ST,2000.0,0.0,0.04057706294977205,0.054765013747336784,0.4343243129739994,1.0164153453411053
Pel,ST,2010.0,0.0,0.03363648152758444,0.04751768468196864,0.37276095358062455,1.009046917374015
Pel,ST,2020.0,0.0,0.03361381434230868,0.0474753258905007,0.37361101743369746,1.0090278538887398
Pel,ST,2030.0,0.0,0.03365698502938106,0.04749458634853587,0.3742548391261763,1.0089160062678426
Pel,ST,2040.0,0.0,0.0336562443083455,0.047479575868967144,0.3748225412273506,1.0088159809195878
Pel,ST,2050.0,0.0,0.03362912249068991,0.04744070222664549,0.37540081847990275,1.008739855238038
Pel,ST,2060.0,0.0,0.03359300872389893,0.047389887482496375,0.37601729543649054,1.008684681943148
Pel,ST,2070.0,0.0,0.03355723136866617,0.04733506400415631,0.37666704965702685,1.0086420214095917
Pel,ST,2080.0,0.0,0.021078946273269478,0.022565417130124516,0.32352485185489244,1.0094850127561814
Pel,ST,2090.0,0.0,0.023514604810452054,0.024574249177531052,0.34209747895514503,1.0030856028233366
Pel,ST,2100.0,0.0,0.023506971424690982,0.024568404891844052,0.3429533566409836,1.003073682101255
Pel,ST,2110.0,0.0,0.02349833360600512,0.02456180255923171,0.3438102593579512,1.0030654969435917
Pel,ST,2120.0,0.0,0.0234952813682429,0.024583137721694234,0.3451209905842995,1.003053327231542
Pel,ST,2130.0,0.0,0.023568981913507356,0.02464408173083298,0.3464054667238286,1.0030847035052055
Pel,ST,2140.0,0.0,0.023604393837620335,0.02466898220416776,0.34747259434626104,1.0030871188921286
Pel,ST,2150.0,0.0,0.023616360906221583,0.02467541597092163,0.3484756047269332,1.0030791922364877
Pel,ST,2160.0,0.0,0.023619319867929336,0.024675813715161435,0.34948856352883906,1.0030759116100323
Pel,ST,2170.0,0.0,0.023621430872252977,0.024677083866696953,0.3505309436159515,1.0030825443599243
Pel,ST,2180.0,0.0,0.015361144425164794,0.017216040036440314,0.30815367210310796,0.9808372575237202
Pel,ST,2190.0,0.0,0.01999504396252949,0.021691882233391323,0.3115976647103365,0.9885578416205147
Pel,ST,2200.0,0.0,0.020021835755279434,0.021759134223466533,0.31261656328097237,0.9886548183022377
Pel,ST,2210.0,0.0,0.02501486104200821,0.02472238966036081,0.32520050620130025,0.9918076359018569
Pel,ST,2220.0,0.0,0.025106705529907736,0.024817945208804593,0.3268143150266664,0.9918244491451916
Pel,ST,2230.0,0.0,0.025196478749069016,0.02493881913579691,0.32813171064578905,0.9919568099800304
Pel,ST,2240.0,0.0,0.025311669959153713,0.025083550505932792,0.3293533222185443,0.9920629155186876
Pel,ST,2250.0,0.0,0.025381444649935612,0.02518353141321589,0.3306013051176316,0.9921426424223908
Pel,ST,2260.0,0.0,0.02543848930721033,0.02527139611032698,0.33189451276625537,0.9922114430303839
Pel,ST,2270.0,0.0,0.02550622395452123,0.0253643386553854,0.33327718071011747,0.992253210792166
Pel,ST,2280.0,0.0,0.04792864111847685,0.058458766638134485,0.5014237773462323,1.0008346382998687
Pel,ST,2290.0,0.0,0.04338371217978562,0.058762105073361416,0.523594739466279,1.0166869436715869
Pel,ST,2300.0,0.0,0.043346915121953974,0.05868265186479809,0.5239801609870292,1.016817312925128
Pel,ST,2310.0,0.0,0.03197602576231712,0.042463445556245295,0.392229429673872,1.003950165823953
Pel,ST,2320.0,0.0,0.032016115863741715,0.04241121175682591,0.39297769058092274,1.0040573236977473
Pel,ST,2330.0,0.0,0.032040006656170426,0.042433452546774914,0.3934717267446995,1.0042215314974257
Pel,ST,2340.0,0.0,0.03201653618915042,0.04238499102294614,0.39376175343022635,1.0042568638664582
Pel,ST,2350.0,0.0,0.03196630880177873,0.042283454558460117,0.3939730297573608,1.0042108458036532
Pel,ST,2360.0,0.0,0.031903583745096845,0.04215487574718937,0.3941654764471812,1.0042119210763434
Pel,ST_conf,0.0,0.0,0.0,0.0,0.0,0.0
Pel,ST_conf,10.0,0.0,0.00505466617739218,0.00797792618301023,0.0428278841647686,0.014934892057057628
Pel,ST_conf,20.0,0.0,0.01247300292118268,0.017427193863343585,0.03971599763846505,0.03720620987687257
Pel,ST_conf,30.0,0.0,0.015650106726420233,0.018930724280397073,0.0355332300948962,0.04385485574811279
Pel,ST_conf,40.0,0.0,0.01579438016895068,0.020963341975071558,0.030906837106729448,0.042084516732637155
Pel,ST_conf,50.0,0.0,0.017669320700134074,0.021249087346388137,0.03027965053924448,0.04564081931971088
Pel,ST_conf,60.0,0.0,0.014365328787185435,0.018577293280461853,0.024069147765293133,0.03725556948171284
Pel,ST_conf,70.0,0.0,0.014698472868355303,0.01830065459072816,0.022466902243934748,0.0476237455312996
Pel,ST_conf,80.0,0.0,0.012411465727606642,0.014377173092625489,0.017389416174298414,0.04374399386472578
Pel,ST_conf,90.0,0.0,0.01135941021013483,0.012681298705989781,0.014121831974962612,0.057116729277362464
Pel,ST_conf,100.0,0.0,0.00888311379969345,0.011613619398917165,0.011245040393561756,0.05193187622349842
Pel,ST_conf,110.0,0.0,0.00826245535816231,0.009324817449487868,0.00892235763295992,0.05767215120405891
Pel,ST_conf,120.0,0.0,0.006572566155554989,0.008257241298360599,0.0073647607918555045,0.054919735591909866
Pel,ST_conf,130.0,0.0,0.0059243218083545705,0.008020662536744692,0.006515467854729445,0.052396531006242385
Pel,ST_conf,140.0,0.0,0.005395080083856414,0.006663794290726395,0.005721568194858329,0.05796872124876844
Pel,ST_conf,150.0,0.0,0.0049333243065955,0.007417671269054223,0.004938054860943273,0.04956306317333604
Pel,ST_conf,160.0,0.0,0.005242471966877559,0.00575038168836555,0.005140312714282977,0.05017866490345604
Pel,ST_conf,170.0,0.0,0.004789175072784708,0.006043710063971034,0.004958365944726577,0.0523472775521889
Pel,ST_conf,180.0,0.0,0.004050674995023891,0.00588923164911745,0.004454359916629814,0.051447536759708805
Pel,ST_conf,190.0,0.0,0.003005806702344315,0.004539239635045811,0.004437001537605079,0.051515621964395866
Pel,ST_conf,200.0,0.0,0.0024722334916076135,0.0038905255731792013,0.003580404715545794,0.04922782209763419
Pel,ST_conf,210.0,0.0,0.0024195677125458683,0.003516172457092181,0.0034037183549742913,0.05177270556102647
Pel,ST_conf,220.0,0.0,0.002248476228764088,0.002796237752070768,0.003124669955784356,0.04562328637312847
Pel,ST_conf,230.0,0.0,0.0017633714850778359,0.002461831825131981,0.002547703791327102,0.04217469347144688
Pel,ST_conf,240.0,0.0,0.001563364991053668,0.0022132606967094825,0.0024259108556193795,0.04517951522594719
Pel,ST_conf,250.0,0.0,0.0013336410737182613,0.001995833861456978,0.002591045326445553,0.0449515051049254
Pel,ST_conf,260.0,0.0,0.0013069490316075503,0.0017538284573617134,0.002259860971750553,0.04479647609925187
Pel,ST_conf,270.0,0.0,0.0013548089405361547,0.0015493919294574852,0.0026700279988571174,0.045569513846218795
Pel,ST_conf,280.0,0.0,0.0013628685314643159,0.001549941124675994,0.0020615666518293625,0.04330859852111412
Pel,ST_conf,290.0,0.0,0.001086117174651784,0.0015362899040243267,0.00207353202221993,0.0435606139694086
Pel,ST_conf,300.0,0.0,0.001047499313543402,0.001642118303253822,0.001779155612248586,0.04355010160570485
Pel,ST_conf,310.0,0.0,0.0,0.0,0.0,0.0
Pel,ST_conf,320.0,0.0,0.0,0.0,0.0,0.0
Pel,ST_conf,330.0,0.0,0.0,0.0,0.0,0.0
Pel,ST_conf,340.0,0.0,0.0,0.0,0.0,0.0
Pel,ST_conf,350.0,0.0,0.0,0.0,0.0,0.0
Pel,ST_conf,360.0,0.0,0.0,0.0,0.0,0.0
Pel,ST_conf,370.0,0.0,0.0,0.0,0.0,0.0
Pel,ST_conf,380.0,0.0,0.0,0.0,0.0,0.0
Pel,ST_conf,390.0,0.0,0.0,0.0,0.0,0.0
Pel,ST_conf,400.0,0.0,0.0,0.0,0.0,0.0
Pel,ST_conf,410.0,0.0,0.0,0.0,0.0,0.0
Pel,ST_conf,420.0,0.0,0.0,0.0,0.0,0.0
Pel,ST_conf,430.0,0.0,0.0,0.0,0.0,0.0
Pel,ST_conf,440.0,0.0,0.0,0.0,0.0,0.0
Pel,ST_conf,450.0,0.0,0.0,0.0,0.0,0.0
Pel,ST_conf,460.0,0.0,0.0,0.0,0.0,0.0
Pel,ST_conf,470.0,0.0,0.0,0.0,0.0,0.0
Pel,ST_conf,480.0,0.0,0.0,0.0,0.0,0.0
Pel,ST_conf,490.0,0.0,0.0,0.0,0.0,0.0
Pel,ST_conf,500.0,0.0,0.0,0.0,0.0,0.0
Pel,ST_conf,510.0,0.0,0.0,0.0,0.0,0.0
Pel,ST_conf,520.0,0.0,0.0,0.0,0.0,0.0
Pel,ST_conf,530.0,0.0,0.0,0.0,0.0,0.0
Pel,ST_conf,540.0,0.0,0.0,0.0,0.0,0.0
Pel,ST_conf,550.0,0.0,0.0,0.0,0.0,0.0
Pel,ST_conf,560.0,0.0,0.0,0.0,0.0,0.0
Pel,ST_conf,570.0,0.0,0.0,0.0,0.0,0.0
Pel,ST_conf,580.0,0.0,0.0,0.0,0.0,0.0
Pel,ST_conf,590.0,0.0,0.0,0.0,0.0,0.0
Pel,ST_conf,600.0,0.0,0.0,0.0,0.0,0.0
Pel,ST_conf,610.0,0.0,0.0,0.0,0.0,0.0
Pel,ST_conf,620.0,0.0,0.0,0.0,0.0,0.0
Pel,ST_conf,630.0,0.0,0.0,0.0,0.0,0.0
Pel,ST_conf,640.0,0.0,0.0,0.0,0.0,0.0
Pel,ST_conf,650.0,0.0,0.0,0.0,0.0,0.0
Pel,ST_conf,660.0,0.0,0.0,0.0,0.0,0.0
Pel,ST_conf,670.0,0.0,0.0,0.0,0.0,0.0
Pel,ST_conf,680.0,0.0,0.9398776338906495,1.2051642020728561e+30,0.9398776338906495,1.2563382959499599e+30
Pel,ST_conf,690.0,0.0,0.3760489153175183,0.2701495717992681,0.60475868772821,0.5375614217745764
Pel,ST_conf,700.0,0.0,0.3312135321115661,0.22470400005825902,0.5586945459928845,0.5024626995247445
Pel,ST_conf,710.0,0.0,0.38541468843070603,0.26265571896637413,0.550317387685149,0.6884042564147205
Pel,ST_conf,720.0,0.0,0.2995208718287962,0.2418190087681022,0.5006289201872117,0.5822977184265167
Pel,ST_conf,730.0,0.0,0.39416064532221295,0.25467951478576667,0.6393133981174832,0.6067768363234209
Pel,ST_conf,740.0,0.0,0.3181033215487298,0.2266188902064963,0.5415497483944398,0.6342364920711535
Pel,ST_conf,750.0,0.0,0.33030810645634073,0.20249293531142293,0.5069094872767963,0.6439043334402793
Pel,ST_conf,760.0,0.0,0.31142700757689246,0.25553617316848315,0.4852138051487792,0.4857583728868344
Pel,ST_conf,770.0,0.0,0.3838752194838402,0.25234083137819785,0.5186888096222405,0.5592183889474633
Pel,ST_conf,780.0,0.0,0.013899882727438308,0.016295645278942235,0.029818962905012406,0.05482272536336824
Pel,ST_conf,790.0,0.0,0.012495143047092339,0.015085070508873897,0.03037319064184432,0.04661390338997275
Pel,ST_conf,800.0,0.0,0.015944077890108276,0.015124869014750554,0.028244069585930624,0.050085413422399576
Pel,ST_conf,810.0,0.0,0.01367226612519682,0.016582233586850324,0.031189605587575137,0.04606812206102261
Pel,ST_conf,820.0,0.0,0.013538461401661385,0.01628577954593676,0.031056067021422475,0.04918817344188179
Pel,ST_conf,830.0,0.0,0.01396816417720776,0.01674478456512238,0.03167724780611566,0.0482824324625273
Pel,ST_conf,840.0,0.0,0.012721188912403026,0.015172831451391078,0.03212089272841167,0.051827672666823095
Pel,ST_conf,850.0,0.0,0.012872092933312596,0.015159901086469842,0.03391238838652608,0.05265825083254834
Pel,ST_conf,860.0,0.0,0.013769148423145276,0.01758548550115378,0.03215313439051323,0.0501665350070597
Pel,ST_conf,870.0,0.0,0.013015143385894015,0.017092300892562307,0.032004647059913974,0.046648672744425294
Pel,ST_conf,880.0,0.0,0.008934190413897045,0.006489282587085128,0.01988956910440016,0.04935462075696678
Pel,ST_conf,890.0,0.0,0.008124773856339432,0.00926556601116792,0.022469198832436414,0.04215040393042149
Pel,ST_conf,900.0,0.0,0.007440508372796808,0.006932477131700514,0.02015530536990964,0.042008489766179824
Pel,ST_conf,910.0,0.0,0.007872325646436888,0.008277574108854343,0.020650012514605687,0.04143610057047824
