Goal,Analysis variable,time,heatPumpSystem.declination,vol.V,heaCap.C,rad.n,theCon.G
Pel,S1,240.0,0.0,0.004430104710266748,0.006070561514510169,0.03487796963121301,0.9319613220535494
Pel,S1,250.0,0.0,0.004840226858112244,0.006154909584697456,0.03371848782492615,0.936603470627492
Pel,S1,260.0,0.0,0.004716740790925747,0.00588070273489456,0.03246416954904484,0.9396308849011801
Pel,S1,270.0,0.0,0.004075773079891142,0.0054438731568027775,0.03099169839547547,0.9423073039889924
Pel,S1,280.0,0.0,0.003524710907466248,0.004931474742376147,0.029365538917419422,0.9454766683517208
Pel,S1,290.0,0.0,0.0029824300612105227,0.004417573947814563,0.027894851622033968,0.9489867798425877
Pel,S1,300.0,0.0,0.0025344579700185216,0.003690439116970018,0.026189423484652703,0.9523732067580746
Pel,S1,310.0,0.0,0.0,0.0,0.0,0.0
Pel,S1,320.0,0.0,0.0,0.0,0.0,0.0
Pel,S1,330.0,0.0,0.0,0.0,0.0,0.0
Pel,S1,340.0,0.0,0.0,0.0,0.0,0.0
Pel,S1,350.0,0.0,0.0,0.0,0.0,0.0
Pel,S1,360.0,0.0,0.0,0.0,0.0,0.0
Pel,S1,370.0,0.0,0.0,0.0,0.0,0.0
Pel,S1,380.0,0.0,0.0,0.0,0.0,0.0
Pel,S1,390.0,0.0,0.0,0.0,0.0,0.0
Pel,S1,400.0,0.0,0.0,0.0,0.0,0.0
Pel,S1,410.0,0.0,0.0,0.0,0.0,0.0
Pel,S1,420.0,0.0,0.0,0.0,0.0,0.0
Pel,S1,430.0,0.0,0.0,0.0,0.0,0.0
Pel,S1,440.0,0.0,0.0,0.0,0.0,0.0
Pel,S1,450.0,0.0,0.0,0.0,0.0,0.0
Pel,S1,460.0,0.0,0.0,0.0,0.0,0.0
Pel,S1,470.0,0.0,0.0,0.0,0.0,0.0
Pel,S1,480.0,0.0,0.0,0.0,0.0,0.0
Pel,S1,490.0,0.0,0.0,0.0,0.0,0.0
Pel,S1,500.0,0.0,0.0,0.0,0.0,0.0
Pel,S1,510.0,0.0,0.0,0.0,0.0,0.0
Pel,S1,520.0,0.0,0.0,0.0,0.0,0.0
Pel,S1,530.0,0.0,0.0,0.0,0.0,0.0
Pel,S1,540.0,0.0,0.0,0.0,0.0,0.0
Pel,S1,550.0,0.0,0.0,0.0,0.0,0.0
Pel,S1,560.0,0.0,0.0,0.0,0.0,0.0
Pel,S1,570.0,0.0,0.0,0.0,0.0,0.0
Pel,S1,580.0,0.0,0.0,0.0,0.0,0.0
Pel,S1,590.0,0.0,0.0,0.0,0.0,0.0
Pel,S1,600.0,0.0,0.0,0.0,0.0,0.0
Pel,S1,610.0,0.0,0.0,0.0,0.0,0.0
Pel,S1,620.0,0.0,0.0,0.0,0.0,0.0
Pel,S1,630.0,0.0,0.0,0.0,0.0,0.0
Pel,S1,640.0,0.0,0.0,0.0,0.0,0.0
Pel,S1,650.0,0.0,0.0,0.0,0.0,0.0
Pel,S1,660.0,0.0,0.0,0.0,0.0,0.0
Pel,S1,670.0,0.0,0.0,0.0,0.0,0.0
Pel,S1,680.0,0.0,0.0003256003256003255,0.0,0.0003256003256003255,0.0
Pel,S1,690.0,0.0,0.00047245747882690577,0.00047245747882690577,0.0,1.0456087261815464e-19
Pel,S1,700.0,0.0,0.00047245747882690577,0.00047245747882690577,0.0,1.0456087261815464e-19
Pel,S1,710.0,0.0,0.00047245747882690577,0.00047245747882690577,0.0,1.0456087261815464e-19
Pel,S1,720.0,0.0,0.00047245747882690577,0.00047245747882690577,0.0,1.0456087261815464e-19
Pel,S1,730.0,0.0,0.00047264337961206354,0.00047249639068881516,2.5135670373639086e-07,3.959521231608635e-08
Pel,S1,740.0,0.0,0.00047342390203194414,0.00047286847518834184,1.0280371518010678e-06,9.164192239924289e-07
Pel,S1,750.0,0.0,0.0004732516734019153,0.00047340805907286116,8.183330795411075e-07,7.160792102874101e-07
Pel,S1,760.0,0.0,0.0004731404310065863,0.0004736835225955967,3.7596053662886746e-07,2.3321222833053573e-07
Pel,S1,770.0,0.0,0.00047309939008407734,0.0004735635762160801,9.340979031853823e-09,1.8352232574995438e-07
Pel,S1,780.0,0.0,0.0045328458476072715,0.003935768071889618,0.04251160643985761,0.7999947996739979
Pel,S1,790.0,0.0,0.004845864188945315,0.0024162348867915314,0.02922714926183184,0.8201779100659734
Pel,S1,800.0,0.0,0.004844820141690447,0.00241590474881735,0.029229570459652375,0.8201897570599063
Pel,S1,810.0,0.0,0.004831746284449678,0.0024004875947873745,0.029239287657955068,0.820218211820231
Pel,S1,820.0,0.0,0.0048167059080443985,0.00236900480709421,0.029291993928991143,0.8201361043675433
Pel,S1,830.0,0.0,0.004881955228270761,0.002414018668344936,0.029202922829257974,0.8196411825600476
Pel,S1,840.0,0.0,0.0048963988076240255,0.0024318783773697485,0.029140202365490284,0.8194213907289375
Pel,S1,850.0,0.0,0.004886567899391904,0.0024277093377190685,0.029123347256603642,0.8194361791970781
Pel,S1,860.0,0.0,0.004871751951841715,0.00241103787375681,0.029124358659363178,0.8194938205350092
Pel,S1,870.0,0.0,0.004869001632009785,0.0023943225550479203,0.029140893507524947,0.8195022789023574
Pel,S1,880.0,0.0,0.003736738150350351,0.0009472631490883591,0.01638011164318311,0.8886620352440987
Pel,S1,890.0,0.0,9.665928834924294e-05,0.0049332154301692625,0.01663622061625816,0.8785311061758198
Pel,S1,900.0,0.0,0.00010531656539852583,0.0049368098282203034,0.016680173261599002,0.8787946573306088
Pel,S1,910.0,0.0,0.00011631302109409214,0.004927633684012727,0.01669545377756908,0.878955461629243
Pel,S1,920.0,0.0,8.036925406380076e-05,0.004945434644449476,0.01667051216432324,0.8787172870593265
Pel,S1,930.0,0.0,5.975057728653937e-05,0.005029547677568829,0.016717449340094004,0.8784743089390713
Pel,S1,940.0,0.0,4.4885519056690425e-05,0.005058244706070322,0.016773570120338414,0.8786496881135698
Pel,S1,950.0,0.0,3.109030878475286e-05,0.005064832102950961,0.016792373403358835,0.8789885971634683
Pel,S1,960.0,0.0,5.4945989163601344e-06,0.005076889400994317,0.016802004524167975,0.879295029098558
Pel,S1,970.0,0.0,1.1258279195073314e-05,0.005067728928515213,0.016804344651949923,0.8794157992319707
Pel,S1,980.0,0.0,0.0012974665590610322,3.908025669774394e-05,0.008180331429807954,0.8982400650141671
Pel,S1,990.0,0.0,0.0022804561803714068,0.0008617058609296291,0.01381453257940447,0.8988853082540865
Pel,S1,1000.0,0.0,0.0023056496351139214,0.0008450014727025974,0.013809623479145742,0.8991716557158235
Pel,S1,1010.0,0.0,0.0023157235230252234,0.0008388351719376742,0.01383594564983887,0.8992675923688811
Pel,S1,1020.0,0.0,0.00232727598157584,0.0008149368183197865,0.01388373368832804,0.8990700400317346
Pel,S1,1030.0,0.0,0.0023508032624132698,0.0008167102252211679,0.01392599605928123,0.8990443695236979
Pel,S1,1040.0,0.0,0.0024067459708075212,0.0007959200956697179,0.013949706755880982,0.8993359332578091
Pel,S1,1050.0,0.0,0.002459328414411174,0.0007730373244993793,0.013958355966123782,0.8996696019072685
Pel,S1,1060.0,0.0,0.0024803168409518006,0.0007533338364300078,0.013958349502039072,0.8999226035684351
Pel,S1,1070.0,0.0,0.0024980533756333583,0.0007375318207831821,0.013951176119530909,0.9000455966586977
Pel,S1,1080.0,0.0,0.0037897707927685357,0.008174362825977803,0.017423396388801804,0.7883128624090087
Pel,S1,1090.0,0.0,0.007626838522176482,0.005076312792105997,0.005426599623400446,0.7668368287155807
Pel,S1,1100.0,0.0,0.007580875784882558,0.005048082772306097,0.0053453676090584575,0.7669993325298324
Pel,S1,1110.0,0.0,0.007567213981686357,0.005023853464851345,0.005371434144395151,0.7670808797112224
Pel,S1,1120.0,0.0,0.007596440547269489,0.005023975029812957,0.005445372629678068,0.767158845919801
Pel,S1,1130.0,0.0,0.007659466246446827,0.005053141349018497,0.005373064104182844,0.767193777760158
Pel,S1,1140.0,0.0,0.00769982165843594,0.005058576020061395,0.005292554139113047,0.7673340089661875
Pel,S1,1150.0,0.0,0.007725147939220814,0.005050554495959685,0.0052346360669769075,0.7674958942405434
Pel,S1,1160.0,0.0,0.007739253184187419,0.005036626305729379,0.005216710067384319,0.7676300686727437
Pel,S1,1170.0,0.0,0.007742686076820135,0.005038317939191195,0.005254309773062672,0.7677396583137296
Pel,S1,1180.0,0.0,0.0002514334118287289,0.0015034179853986107,0.01825130971699824,0.7881415597384914
Pel,S1,1190.0,0.0,0.010604387738071942,0.00377062690739709,0.00904779796039907,0.7435982119938749
Pel,S1,1200.0,0.0,0.010615547752601645,0.0037636734626084675,0.009179989955355404,0.7440057596286423
Pel,S1,1210.0,0.0,0.010641679490871218,0.0037575574167926576,0.009257165183829064,0.7442063199319762
Pel,S1,1220.0,0.0,0.01064183904303732,0.0037729366282611178,0.0092239391547423,0.7441196601051149
Pel,S1,1230.0,0.0,0.010686944430444965,0.003838649538049387,0.009257890845550273,0.7440692941557399
Pel,S1,1240.0,0.0,0.010725105289664033,0.0038638921701072085,0.009347524496951438,0.744243080583927
Pel,S1,1250.0,0.0,0.01075238797422759,0.003863988935157878,0.009432476443740376,0.7444747963076656
Pel,S1,1260.0,0.0,0.01076852750415417,0.0038641264785835225,0.009480080217724547,0.7446695512480939
Pel,S1,1270.0,0.0,0.0107695780978614,0.003862022919565837,0.009501655417945712,0.7448159065763266
Pel,S1,1280.0,0.0,0.0006425573285655976,0.0012552029305929917,0.010049993963351704,0.7338210700263248
Pel,S1,1290.0,0.0,0.0008482505484021168,0.0037696317002202124,0.0018450016359026805,0.7417664325958595
Pel,S1,1300.0,0.0,0.0008352706711891612,0.003805017367004826,0.001942171517614501,0.7421724425801658
Pel,S1,1310.0,0.0,0.0008116032735442322,0.0038229788869232786,0.0020064446758589504,0.7423688971976593
Pel,S1,1320.0,0.0,0.0008278445132500776,0.0038570506513546303,0.0016923856352917292,0.7418138020664008
Pel,S1,1330.0,0.0,0.000817072157398297,0.003895050385468875,0.0016019453413056448,0.7417100663783652
Pel,S1,1340.0,0.0,0.0007997100398777327,0.003922497546320958,0.0016359991547734635,0.7419068503761305
Pel,S1,1350.0,0.0,0.0007777854682769418,0.003945521490498079,0.0017061690035355766,0.7422204307091542
Pel,S1,1360.0,0.0,0.0007622639806900343,0.00395792195719824,0.0017661447699721063,0.7425324071766998
Pel,S1,1370.0,0.0,0.00075939301018973,0.003961103759214722,0.001798747565073473,0.7428042444413712
Pel,S1,1380.0,0.0,0.006856151362710525,0.0038937873915210397,0.003719952466280769,0.6941919928427712
Pel,S1,1390.0,0.0,0.0019338930374508201,0.004522201289469223,0.013828179343138873,0.7111304506119626
Pel,S1,1400.0,0.0,0.0019040638562767887,0.0044833052313052076,0.01369624974923432,0.7109465092528138
Pel,S1,1410.0,0.0,0.0018838798994307926,0.004468310079858586,0.013551971063905717,0.71062271945554
Pel,S1,1420.0,0.0,0.0018896634864625239,0.004417851877397909,0.013403701906843523,0.7103489317048962
Pel,S1,1430.0,0.0,0.0018555354181394488,0.004434935240185989,0.013284490333842021,0.7100506490959965
Pel,S1,1440.0,0.0,0.0018197189999854008,0.004422355347791009,0.013150733846047244,0.7097954531702793
Pel,S1,1450.0,0.0,0.0017883889056736655,0.004395356758770727,0.013007107415598835,0.7095460387846954
Pel,S1,1460.0,0.0,0.0017620697130006449,0.004364595667166194,0.012860009399113423,0.7092874223422442
Pel,S1,1470.0,0.0,0.0017403823069208281,0.004335865334336788,0.01271485533593334,0.7090198274102221
Pel,S1,1480.0,0.0,0.004738560179525378,0.0002628368781463124,0.004896102338828184,0.7536594247046071
Pel,S1,1490.0,0.0,0.004535618863878975,0.0033258374290193967,0.006156226510386006,0.7475078596199398
Pel,S1,1500.0,0.0,0.004549259950629626,0.003308742476261119,0.006126589439636595,0.7470657245830051
Pel,S1,1510.0,0.0,0.004561031965981581,0.0032983108956631565,0.00616589597886285,0.7463537650595613
Pel,S1,1520.0,0.0,0.004576557409957489,0.0033171780679542083,0.006135800101560205,0.7455312466785127
Pel,S1,1530.0,0.0,0.004601257722114919,0.0033143806700269003,0.006071048338090736,0.744828963567311
Pel,S1,1540.0,0.0,0.004623262783563562,0.003301280011842546,0.00602454897460421,0.7442348010462979
Pel,S1,1550.0,0.0,0.00464070024188858,0.0032866396297693092,0.005989558117148995,0.7436572634219449
Pel,S1,1560.0,0.0,0.004655157799718631,0.0032735146814526586,0.005959267081742237,0.7430559990195873
Pel,S1,1570.0,0.0,0.0046678194872279005,0.003263183742419741,0.005930106799623379,0.7424254083718034
Pel,S1,1580.0,0.0,0.004984107874300399,0.0028115959529048545,0.020988649514375766,0.7748842776103024
Pel,S1,1590.0,0.0,0.00341000892994059,0.002840309778380466,0.0012558669635853662,0.7707049953565999
Pel,S1,1600.0,0.0,0.0034235735734156328,0.002834589376928987,0.0011997078391654701,0.770051495242229
Pel,S1,1610.0,0.0,0.003448803744140842,0.002843114325553554,0.0011114966451197155,0.7625738118663882
Pel,S1,1620.0,0.0,0.003464250059816532,0.002818596863933356,0.0010307221083655379,0.7615856906283763
Pel,S1,1630.0,0.0,0.0034474469829247453,0.0027843362695983745,0.0009750041997838788,0.7605861308092752
Pel,S1,1640.0,0.0,0.003462006664954018,0.0027754161683975096,0.0009688284511543637,0.7598207498711708
Pel,S1,1650.0,0.0,0.003516036064555854,0.002736530290096854,0.0009422171566803474,0.7592466772501991
Pel,S1,1660.0,0.0,0.0035604885648405213,0.0027182081076178597,0.0009188925775310597,0.7586701630245919
Pel,S1,1670.0,0.0,0.003576559608464138,0.002710355049613168,0.0009551059862139579,0.7581147772223497
Pel,S1,1680.0,0.0,0.002607949924203987,0.005859653895378644,0.030180990436463467,0.6622893642815691
Pel,S1,1690.0,0.0,0.0021505458782957957,0.00467166370218205,0.022529210605584483,0.6581592091876876
Pel,S1,1700.0,0.0,0.0021821254380174925,0.004682791464269388,0.022431523947657007,0.6583970097253652
Pel,S1,1710.0,0.0,0.00014827195926775388,0.00023839194120397073,0.029448148226928858,0.7001529015309274
Pel,S1,1720.0,0.0,0.0001836968606305172,0.0002845295833462411,0.029426625723893107,0.700037193694836
Pel,S1,1730.0,0.0,0.00022031517974338414,0.00027587892724483567,0.02937103693964625,0.7000736461663607
Pel,S1,1740.0,0.0,0.00023628426521653628,0.00025284028327761425,0.029273569914045616,0.7002104705073755
Pel,S1,1750.0,0.0,0.00027856347517934814,0.00027931294718338444,0.029244259186332305,0.7004412340310161
Pel,S1,1760.0,0.0,0.0003205972498074265,0.0002968332488554349,0.02923991327267271,0.7006649904250135
Pel,S1,1770.0,0.0,0.0003322506443877172,0.0002999753391821672,0.02927168481426538,0.7008410422106682
Pel,S1,1780.0,0.0,0.0008412863544908078,0.00768917340162251,0.006480803564061785,0.688520353034553
Pel,S1,1790.0,0.0,0.011824959016288732,0.0027087492177742217,0.019203664872930067,0.6761765614859172
Pel,S1,1800.0,0.0,0.011825148726485806,0.0027162262490215746,0.019233194087431762,0.6764013163186567
Pel,S1,1810.0,0.0,0.011810888581813478,0.002668118038780152,0.019278076425606902,0.6762694280190125
Pel,S1,1820.0,0.0,0.011781746254954421,0.002686900055908455,0.019213872950094555,0.6760884154738371
Pel,S1,1830.0,0.0,0.01177585535597618,0.002730165589833522,0.01926533781715598,0.6761306884105855
Pel,S1,1840.0,0.0,0.011770146047578575,0.002743002202943419,0.019309977328073557,0.6762868707016061
Pel,S1,1850.0,0.0,0.011757680532183434,0.0027411771079451763,0.019346970976433297,0.6764524786206246
Pel,S1,1860.0,0.0,0.011740048436926538,0.0027338927260583895,0.019375238779394944,0.6765766250421081
Pel,S1,1870.0,0.0,0.011721965894860194,0.002723639875573172,0.01937490835175008,0.6766359135896338
Pel,S1,1880.0,0.0,0.004580225967665283,0.01422683532646201,0.0018217958360826091,0.608606184326515
Pel,S1,1890.0,0.0,0.0030190356380262393,0.007718254881224094,0.01753306237227757,0.6139150882564822
Pel,S1,1900.0,0.0,0.003020373557131942,0.007714264792674145,0.017652077556303197,0.6140839625766478
Pel,S1,1910.0,0.0,0.003078886304374586,0.0075762529264071215,0.01761401378059604,0.6079954089894919
Pel,S1,1920.0,0.0,0.0030157738634432538,0.0075858203641431384,0.017457220550478,0.6080350179123907
Pel,S1,1930.0,0.0,0.0029930029654362095,0.00763755444422625,0.017541991853056365,0.6080379074147134
Pel,S1,1940.0,0.0,0.002981875705081546,0.0076495780316183735,0.017651296188509868,0.608138891409872
Pel,S1,1950.0,0.0,0.002975003775545141,0.007643354959653959,0.017744828333950455,0.6082873997600148
Pel,S1,1960.0,0.0,0.0029756667967055835,0.0076453239506633465,0.01778342603070895,0.608404392085253
Pel,S1,1970.0,0.0,0.002977338598884302,0.0076348277140281876,0.017781632884539034,0.6085333856870945
Pel,S1,1980.0,0.0,0.001230783083518499,0.0020578211504115435,0.007028961916960913,0.5323800072881604
Pel,S1,1990.0,0.0,0.0010113705839443331,0.0027733505483507194,0.0001969022709593306,0.5536683664109384
Pel,S1,2000.0,0.0,0.0010188575657477268,0.0027937544450734467,0.00013135656072678126,0.5533722890549305
Pel,S1,2010.0,0.0,0.00012131189819744191,0.004213558370893148,0.018717169871207064,0.6183009779511265
Pel,S1,2020.0,0.0,9.378506929701639e-05,0.004217228545594175,0.018737721439253306,0.6175472510025674
Pel,S1,2030.0,0.0,8.231919852933723e-05,0.00426780565694366,0.018692778604925863,0.6167977194089684
Pel,S1,2040.0,0.0,7.244013995555159e-05,0.004290858822773062,0.018608289922167197,0.6161481333446539
Pel,S1,2050.0,0.0,5.9738290509216085e-05,0.004303536334762388,0.018515404863713898,0.6155145251738573
Pel,S1,2060.0,0.0,4.5958738118099474e-05,0.004313575847644187,0.018432961454500504,0.614864439792161
Pel,S1,2070.0,0.0,3.119940714138376e-05,0.00432845020639926,0.018369350691915278,0.6141954502422413
Pel,S1,2080.0,0.0,0.0008115577371501453,0.0035892520386361557,0.024686425548629126,0.6938461843501433
Pel,S1,2090.0,0.0,0.0036450302982740687,0.00105009898328294,0.04073646162871461,0.7017508531405126
Pel,S1,2100.0,0.0,0.0036585827841376438,0.0010321219235608628,0.04075476784404704,0.7009000920051071
Pel,S1,2110.0,0.0,0.003678844072366785,0.0010114670339376275,0.04077676400995016,0.7000396271852667
Pel,S1,2120.0,0.0,0.0037047206667036267,0.0009431425705140338,0.0408022868590583,0.6987332870094642
Pel,S1,2130.0,0.0,0.003731117562482234,0.0008947111898818838,0.04083633883155216,0.6974025557396242
Pel,S1,2140.0,0.0,0.0037508937830944143,0.0008617245470718357,0.04086318149512542,0.6963215408754359
Pel,S1,2150.0,0.0,0.0037657666348577044,0.0008317704850902976,0.040881470997193955,0.6953240805302352
Pel,S1,2160.0,0.0,0.003777906492108084,0.000800343331204236,0.04089228400588395,0.6943256677961933
Pel,S1,2170.0,0.0,0.0037885818829439416,0.0007660708160511803,0.040896822443530614,0.6933010406606471
Pel,S1,2180.0,0.0,0.0015391461834346986,0.0010597664797178947,0.016514299950536094,0.6688981572424744
Pel,S1,2190.0,0.0,0.0007701734128492121,0.008501564305049156,0.003488952909350792,0.6880456833535956
Pel,S1,2200.0,0.0,0.0007687073310466092,0.008507600816361666,0.00350625891459297,0.6869641523559056
Pel,S1,2210.0,0.0,0.0004250209786360111,0.007690469919177034,0.0014317095726347165,0.6736129037848965
Pel,S1,2220.0,0.0,0.0004327170726336485,0.007685397536364506,0.0014396340497153087,0.6719413904617003
Pel,S1,2230.0,0.0,0.0004332980613508506,0.007682268687514484,0.0014073997310055126,0.6706339330652059
Pel,S1,2240.0,0.0,0.00042962621322458275,0.0076864295901658605,0.0014000811958818807,0.6693910566934781
Pel,S1,2250.0,0.0,0.0004354027104256034,0.0076956043275473365,0.0014055302577449975,0.6681071095548763
Pel,S1,2260.0,0.0,0.00044700640714716435,0.007688318333741808,0.0014085881851762117,0.6667638337067209
Pel,S1,2270.0,0.0,0.00046549564616659995,0.00766192366202549,0.00138722391347145,0.6653478908258995
Pel,S1,2280.0,0.0,0.004081647821364761,0.00620515329856087,0.010293980297651982,0.5028763435345154
Pel,S1,2290.0,0.0,0.0036953240694821685,0.00428625214350651,0.009392163273015529,0.47940744398147345
Pel,S1,2300.0,0.0,0.003693829939113908,0.004306218436026633,0.009377254223771139,0.4791265349423155
Pel,S1,2310.0,0.0,0.004944121881862328,0.0015792989074186535,0.0011832675046071597,0.5794517502622295
Pel,S1,2320.0,0.0,0.004849660604826597,0.0015555419505925818,0.0013323623093856192,0.5787877915377777
Pel,S1,2330.0,0.0,0.0048190952455404315,0.0015475398025900247,0.0014907724244749819,0.5784864241734833
Pel,S1,2340.0,0.0,0.004765750138049925,0.0015385909486762988,0.0015595073722273376,0.5784035947745323
Pel,S1,2350.0,0.0,0.004696539896172693,0.0015090374039751,0.0016270912562272393,0.578426308394014
Pel,S1,2360.0,0.0,0.0046184561428455,0.0014846860229574721,0.0016696535919877055,0.5784328325249954
Pel,S1_conf,0.0,0.0,0.0,0.0,0.0,0.0
Pel,S1_conf,10.0,0.0,0.008046257874862866,0.009709209854886366,0.05136289188464565,0.018532475014414476
Pel,S1_conf,20.0,0.0,0.013893524493401865,0.014505688703706044,0.04683675254947722,0.02992772731536481
Pel,S1_conf,30.0,0.0,0.01851587909179881,0.018776989823071282,0.04380792513479472,0.035122672638896776
Pel,S1_conf,40.0,0.0,0.019651953584552538,0.01991487315337502,0.036696047752735356,0.03959251436523837
Pel,S1_conf,50.0,0.0,0.019484809755896927,0.01834463346524393,0.03985892346200098,0.0395894379295001
Pel,S1_conf,60.0,0.0,0.01935158905496683,0.023590184910700522,0.03574326942517776,0.039197437732302644
Pel,S1_conf,70.0,0.0,0.017854315300552807,0.018771689265178016,0.034221062730568505,0.03996605289399987
Pel,S1_conf,80.0,0.0,0.015916693569803395,0.019022292861206547,0.029793325334587825,0.040332234728295904
Pel,S1_conf,90.0,0.0,0.01735201302159809,0.018252800333824523,0.028461094369861654,0.044377623366588966
Pel,S1_conf,100.0,0.0,0.013950590635624018,0.018702707759141318,0.024537534561246285,0.04695792237969794
Pel,S1_conf,110.0,0.0,0.014850236098244898,0.014693113238969224,0.02042389020659542,0.056848502460015916
Pel,S1_conf,120.0,0.0,0.013907148068768112,0.012130058347735942,0.01916135707568158,0.05323169938239629
Pel,S1_conf,130.0,0.0,0.012454126162277888,0.01343572964718136,0.01725534043941125,0.04850877548745899
Pel,S1_conf,140.0,0.0,0.013468284858578913,0.013492351206590576,0.017873343938136933,0.05399501373941028
Pel,S1_conf,150.0,0.0,0.011542788006944764,0.01281550639267548,0.016567577580007462,0.055697173743485456
Pel,S1_conf,160.0,0.0,0.011216325752881248,0.012896075011415738,0.0157332825199091,0.055659724982878696
Pel,S1_conf,170.0,0.0,0.011265322379348118,0.013660396127097943,0.016013034615560657,0.054261895013210514
Pel,S1_conf,180.0,0.0,0.011215190033383194,0.011889143886180975,0.01469179600348498,0.05357019225651799
Pel,S1_conf,190.0,0.0,0.008426970339001397,0.013157732736703748,0.014095726140922653,0.04736735190111392
Pel,S1_conf,200.0,0.0,0.008822135953399635,0.010792600041311735,0.012600108808068968,0.051432425122943756
Pel,S1_conf,210.0,0.0,0.008746304131950891,0.011495462985096377,0.012563859225533835,0.05217932148304201
Pel,S1_conf,220.0,0.0,0.0087397908834439,0.009171533387053479,0.011526920496198075,0.050314281685587145
Pel,S1_conf,230.0,0.0,0.007429402330576901,0.00909629133705773,0.012001618212712655,0.049400749167729824
Pel,S1_conf,240.0,0.0,0.007042324827678924,0.008710043465819878,0.010236812684271648,0.04990305421041212
Pel,S1_conf,250.0,0.0,0.007300823508300192,0.007842261378427319,0.01077615564017406,0.047524646222316586
Pel,S1_conf,260.0,0.0,0.0064650937020310755,0.007455488117607473,0.00984486000801252,0.05063385906516301
Pel,S1_conf,270.0,0.0,0.005925087965548218,0.007831882612658853,0.010211318910511077,0.053415973628309216
Pel,S1_conf,280.0,0.0,0.006874800475729317,0.007739624354672898,0.011077441501803028,0.046286266024425524
Pel,S1_conf,290.0,0.0,0.006575164568026089,0.006451563714902607,0.01001723941918564,0.04783529498911733
Pel,S1_conf,300.0,0.0,0.0062494584451700304,0.0060073169475168145,0.009518930111318595,0.048607241666923005
Pel,S1_conf,310.0,0.0,0.0,0.0,0.0,0.0
Pel,S1_conf,320.0,0.0,0.0,0.0,0.0,0.0
Pel,S1_conf,330.0,0.0,0.0,0.0,0.0,0.0
Pel,S1_conf,340.0,0.0,0.0,0.0,0.0,0.0
Pel,S1_conf,350.0,0.0,0.0,0.0,0.0,0.0
Pel,S1_conf,360.0,0.0,0.0,0.0,0.0,0.0
Pel,S1_conf,370.0,0.0,0.0,0.0,0.0,0.0
Pel,S1_conf,380.0,0.0,0.0,0.0,0.0,0.0
Pel,S1_conf,390.0,0.0,0.0,0.0,0.0,0.0
Pel,S1_conf,400.0,0.0,0.0,0.0,0.0,0.0
Pel,S1_conf,410.0,0.0,0.0,0.0,0.0,0.0
Pel,S1_conf,420.0,0.0,0.0,0.0,0.0,0.0
Pel,S1_conf,430.0,0.0,0.0,0.0,0.0,0.0
Pel,S1_conf,440.0,0.0,0.0,0.0,0.0,0.0
Pel,S1_conf,450.0,0.0,0.0,0.0,0.0,0.0
Pel,S1_conf,460.0,0.0,0.0,0.0,0.0,0.0
