Goal,Analysis variable,Interaction,time,heatPumpSystem.declination,vol.V,heaCap.C,rad.n,theCon.G
Pel,S2,heaCap.C,460.0,0.0,0.0,0.0,0.0,0.0
Pel,S2,heaCap.C,470.0,0.0,0.0,0.0,0.0,0.0
Pel,S2,heaCap.C,480.0,0.0,0.0,0.0,0.0,0.0
Pel,S2,heaCap.C,490.0,0.0,0.0,0.0,0.0,0.0
Pel,S2,heaCap.C,500.0,0.0,0.0,0.0,0.0,0.0
Pel,S2,heaCap.C,510.0,0.0,0.0,0.0,0.0,0.0
Pel,S2,heaCap.C,520.0,0.0,0.0,0.0,0.0,0.0
Pel,S2,heaCap.C,530.0,0.0,0.0,0.0,0.0,0.0
Pel,S2,heaCap.C,540.0,0.0,0.0,0.0,0.0,0.0
Pel,S2,heaCap.C,550.0,0.0,0.0,0.0,0.0,0.0
Pel,S2,heaCap.C,560.0,0.0,0.0,0.0,0.0,0.0
Pel,S2,heaCap.C,570.0,0.0,0.0,0.0,0.0,0.0
Pel,S2,heaCap.C,580.0,0.0,0.0,0.0,0.0,0.0
Pel,S2,heaCap.C,590.0,0.0,0.0,0.0,0.0,0.0
Pel,S2,heaCap.C,600.0,0.0,0.0,0.0,0.0,0.0
Pel,S2,heaCap.C,610.0,0.0,0.0,0.0,0.0,0.0
Pel,S2,heaCap.C,620.0,0.0,0.0,0.0,0.0,0.0
Pel,S2,heaCap.C,630.0,0.0,0.0,0.0,0.0,0.0
Pel,S2,heaCap.C,640.0,0.0,0.0,0.0,0.0,0.0
Pel,S2,heaCap.C,650.0,0.0,0.0,0.0,0.0,0.0
Pel,S2,heaCap.C,660.0,0.0,0.0,0.0,0.0,0.0
Pel,S2,heaCap.C,670.0,0.0,0.0,0.0,0.0,0.0
Pel,S2,heaCap.C,680.0,0.0,0.0003256003256003255,,0.0,0.0
Pel,S2,heaCap.C,690.0,1.0842021724855044e-19,0.0009449149576538118,,1.0842021724855044e-19,0.14334709876111157
Pel,S2,heaCap.C,700.0,1.0842021724855044e-19,0.0009449149576538118,,1.0842021724855044e-19,0.14334709876111157
Pel,S2,heaCap.C,710.0,1.0842021724855044e-19,0.0009449149576538118,,1.0842021724855044e-19,0.14334709876111157
Pel,S2,heaCap.C,720.0,1.0842021724855044e-19,0.0009449149576538118,,1.0842021724855044e-19,0.14334709876111157
Pel,S2,heaCap.C,730.0,1.0842021724855044e-19,0.0009457973614548969,,2.0326476828169787e-08,0.14330158560270487
Pel,S2,heaCap.C,740.0,5.421010862427522e-20,0.0009452312202029845,,8.673891518438994e-07,0.14319903957446198
Pel,S2,heaCap.C,750.0,5.421010862427522e-20,0.0009445262154380587,,6.787163805188985e-07,0.143118963461662
Pel,S2,heaCap.C,760.0,1.0842021724855044e-19,0.0009446642477714212,,3.4257192605334325e-07,0.14312108419113323
Pel,S2,heaCap.C,770.0,3.2526065174565133e-19,0.0009450597740647002,,1.4598949274160432e-08,0.1431738827892073
Pel,S2,heaCap.C,780.0,0.0,0.01494545844576434,,0.0039288628209447965,0.003925831505588784
Pel,S2,heaCap.C,790.0,4.336808689942018e-19,0.005439015210829967,,0.0006241479785023991,0.0006235751390084587
Pel,S2,heaCap.C,800.0,4.336808689942018e-19,0.005437497301188757,,0.0006227668013946142,0.0006251461698311145
Pel,S2,heaCap.C,810.0,0.0,0.005402581162786026,,0.0006251174084317586,0.0006140298641946762
Pel,S2,heaCap.C,820.0,3.903127820947816e-18,0.005348530678514499,,0.0006422916546892157,0.0005620600250630936
Pel,S2,heaCap.C,830.0,8.673617379884035e-19,0.00545996628186224,,0.0006064108484960286,0.0005355436668912361
Pel,S2,heaCap.C,840.0,3.0357660829594124e-18,0.005492505538183278,,0.0005798721573445909,0.0005258153142021493
Pel,S2,heaCap.C,850.0,4.336808689942018e-19,0.0054820866920347235,,0.0005769473201195571,0.000520930636829342
Pel,S2,heaCap.C,860.0,8.673617379884035e-19,0.005459777371735945,,0.0005867250337762732,0.000503014692541548
Pel,S2,heaCap.C,870.0,3.0357660829594124e-18,0.005445340095555781,,0.0005900306816474452,0.0004967270045598271
Pel,S2,heaCap.C,880.0,1.3010426069826053e-18,0.005798994403047504,,0.0002759657747656713,0.00023955710357492777
Pel,S2,heaCap.C,890.0,1.734723475976807e-18,0.0003680270900598918,,0.006023989782662657,0.0022774387139186114
Pel,S2,heaCap.C,900.0,0.0,0.00038957955345613,,0.006001611340015242,0.0022908604786721076
Pel,S2,heaCap.C,910.0,1.734723475976807e-18,0.00041905662778073203,,0.006009454296564168,0.002301798110403541
Pel,S2,heaCap.C,920.0,8.673617379884035e-19,0.00041733050798669746,,0.0060354802510110064,0.0022890377135416085
Pel,S2,heaCap.C,930.0,8.673617379884035e-19,0.00038822642936782534,,0.006144987344578884,0.00222854436915354
Pel,S2,heaCap.C,940.0,8.673617379884035e-19,0.00036748853205955095,,0.006192048888476092,0.002150651377094359
Pel,S2,heaCap.C,950.0,0.0,0.0003542298360818142,,0.006201435621694885,0.0021087354744003806
Pel,S2,heaCap.C,960.0,0.0,0.0003314737748531839,,0.006211819978951557,0.0021173735407322702
Pel,S2,heaCap.C,970.0,8.673617379884035e-19,0.0003289432196001158,,0.006197180199466218,0.002128462714052204
Pel,S2,heaCap.C,980.0,0.0,0.00402584985496989,,0.0015351282930016422,0.003495887111468088
Pel,S2,heaCap.C,990.0,0.0,0.003112962235504077,,0.002649543318104842,0.0008571969870379004
Pel,S2,heaCap.C,1000.0,0.0,0.0031300330676293855,,0.0026436184345241687,0.0008400404426573971
Pel,S2,heaCap.C,1010.0,4.336808689942018e-19,0.003126635731774564,,0.002650470488463683,0.0008193884539841045
Pel,S2,heaCap.C,1020.0,1.734723475976807e-18,0.0031200726656425244,,0.002627736494482412,0.0007322782544161299
Pel,S2,heaCap.C,1030.0,2.168404344971009e-18,0.0031260466782709485,,0.002627417764281383,0.000632031295309532
Pel,S2,heaCap.C,1040.0,0.0,0.003166470381272428,,0.002590326560189444,0.0005738292670106615
Pel,S2,heaCap.C,1050.0,1.734723475976807e-18,0.00321886207472383,,0.0025344105973269995,0.0005387267522372063
Pel,S2,heaCap.C,1060.0,2.6020852139652106e-18,0.003244134297930925,,0.0024968954943182173,0.0005098249500600227
Pel,S2,heaCap.C,1070.0,8.673617379884035e-19,0.0032667445387786686,,0.0024619719253832217,0.00047836154509828255
Pel,S2,heaCap.C,1080.0,1.734723475976807e-18,0.008189306356346477,,0.006045676722055332,0.011508544124230302
Pel,S2,heaCap.C,1090.0,2.6020852139652106e-18,0.0006941079863695626,,0.0014819284696651726,0.006149747639397463
Pel,S2,heaCap.C,1100.0,2.6020852139652106e-18,0.000664416024415965,,0.0014638968545663865,0.006101360255355681
Pel,S2,heaCap.C,1110.0,8.673617379884035e-19,0.0006534572816362366,,0.001456201700252512,0.006070326515168367
Pel,S2,heaCap.C,1120.0,1.734723475976807e-18,0.000731534908253572,,0.00142605959088576,0.0060737870426958995
Pel,S2,heaCap.C,1130.0,0.0,0.0008212838684192696,,0.0013743228357670266,0.006101498759256918
Pel,S2,heaCap.C,1140.0,8.673617379884035e-19,0.0008779570498404212,,0.0013384337036791306,0.006104336789671039
Pel,S2,heaCap.C,1150.0,2.6020852139652106e-18,0.0009231717885583961,,0.0013054254196216168,0.006087586125999023
Pel,S2,heaCap.C,1160.0,8.673617379884035e-19,0.0009547148694877706,,0.0012808132986627564,0.006057694687039539
Pel,S2,heaCap.C,1170.0,1.734723475976807e-18,0.00097771157616032,,0.0012422934295777894,0.006042130266554757
Pel,S2,heaCap.C,1180.0,1.3010426069826053e-18,0.0011737631555739777,,0.0028695304862662203,0.004294221693593503
Pel,S2,heaCap.C,1190.0,4.336808689942018e-19,0.00879416469950669,,0.005034399266496367,0.017715881359111285
Pel,S2,heaCap.C,1200.0,1.734723475976807e-18,0.008798216867640244,,0.005014451175075806,0.017722532774334776
Pel,S2,heaCap.C,1210.0,2.6020852139652106e-18,0.008840891001429601,,0.004954775531266987,0.017680612198136214
Pel,S2,heaCap.C,1220.0,0.0,0.008792630863003817,,0.004918670403380274,0.017721513810502465
Pel,S2,heaCap.C,1230.0,4.336808689942018e-19,0.008835783548264416,,0.004935825586745379,0.01779215131061107
Pel,S2,heaCap.C,1240.0,0.0,0.008881663105419338,,0.004928633050905181,0.017823061130439855
Pel,S2,heaCap.C,1250.0,1.3010426069826053e-18,0.008915217122812054,,0.004901569473955206,0.017835720008633205
Pel,S2,heaCap.C,1260.0,4.336808689942018e-19,0.00893212604000132,,0.004886035438655274,0.01784962462577011
Pel,S2,heaCap.C,1270.0,8.673617379884035e-19,0.008928044251809208,,0.004879898398891478,0.017852757037062683
Pel,S2,heaCap.C,1280.0,3.0357660829594124e-18,0.0005664441352435177,,0.004911474198706082,0.011967311443918494
Pel,S2,heaCap.C,1290.0,4.336808689942018e-19,0.002741073358460652,,0.0081219180105301,0.0036516037669275248
Pel,S2,heaCap.C,1300.0,1.3010426069826053e-18,0.0027384947637826085,,0.00808074728335191,0.003668156819634061
Pel,S2,heaCap.C,1310.0,0.0,0.0026795868320545284,,0.008050467093450829,0.003600731025723447
Pel,S2,heaCap.C,1320.0,1.734723475976807e-18,0.0026843223902949724,,0.008035556997046736,0.0035723137782912584
Pel,S2,heaCap.C,1330.0,0.0,0.0026601923325233726,,0.007980856959398198,0.0035982270092738133
Pel,S2,heaCap.C,1340.0,8.673617379884035e-19,0.002640827686989748,,0.00794827780908563,0.0035981455227952486
Pel,S2,heaCap.C,1350.0,8.673617379884035e-19,0.0026124626925437553,,0.007923237614567027,0.0035922054816971416
Pel,S2,heaCap.C,1360.0,1.734723475976807e-18,0.0025941730850278554,,0.007905128702470584,0.003576133709783269
Pel,S2,heaCap.C,1370.0,8.673617379884035e-19,0.0025878224957122786,,0.007895488598474056,0.0035504958503032036
Pel,S2,heaCap.C,1380.0,4.336808689942018e-19,0.015009887784184339,,0.0089498368382083,0.00702417630891361
Pel,S2,heaCap.C,1390.0,0.0,0.005813005605857876,,0.0013514954456207897,0.003483560138403008
Pel,S2,heaCap.C,1400.0,0.0,0.005766139641465542,,0.0013911502558263279,0.0034651335030753128
Pel,S2,heaCap.C,1410.0,8.673617379884035e-19,0.005772310323197865,,0.0013827618280232799,0.0034703641492248583
Pel,S2,heaCap.C,1420.0,1.734723475976807e-18,0.005785443586658074,,0.001409164678392796,0.0034336766321446666
Pel,S2,heaCap.C,1430.0,3.469446951953614e-18,0.005784643321907947,,0.0013976490072680429,0.003456433544625326
Pel,S2,heaCap.C,1440.0,3.469446951953614e-18,0.005752895111364106,,0.0014137245074173615,0.0034541151226190614
Pel,S2,heaCap.C,1450.0,1.734723475976807e-18,0.005713325621446755,,0.0014406564022304297,0.0034396483605727557
Pel,S2,heaCap.C,1460.0,0.0,0.005677026528099732,,0.0014677582500645468,0.003422301596547661
Pel,S2,heaCap.C,1470.0,3.469446951953614e-18,0.005648872125575541,,0.0014895806776348275,0.0034073273780363955
Pel,S2,heaCap.C,1480.0,2.6020852139652106e-18,0.010036302534862835,,0.004092884543210981,0.0003408156688782249
Pel,S2,heaCap.C,1490.0,4.336808689942018e-19,0.00517482441569166,,0.003991017081435212,0.003372311352310642
Pel,S2,heaCap.C,1500.0,1.734723475976807e-18,0.005171646196108805,,0.003975724238866604,0.003400797335491701
Pel,S2,heaCap.C,1510.0,1.3010426069826053e-18,0.005152572663334003,,0.00399310077380002,0.003376068357283435
Pel,S2,heaCap.C,1520.0,0.0,0.005162149302019432,,0.004021167575215565,0.0033431963892119887
Pel,S2,heaCap.C,1530.0,8.673617379884035e-19,0.005205621815034419,,0.004036733724127401,0.003351437330022189
Pel,S2,heaCap.C,1540.0,8.673617379884035e-19,0.005229412817901596,,0.0040299979300744485,0.003368952378669743
Pel,S2,heaCap.C,1550.0,0.0,0.00524066409264199,,0.004015652266658169,0.0033836932969806277
Pel,S2,heaCap.C,1560.0,8.673617379884035e-19,0.005247503576258623,,0.0040013569250950815,0.003392424088721979
Pel,S2,heaCap.C,1570.0,0.0,0.005254154217285721,,0.0039911485974523635,0.003394930616402725
Pel,S2,heaCap.C,1580.0,0.0,0.011886826596708025,,0.003411764143096227,0.004225234526317401
Pel,S2,heaCap.C,1590.0,4.336808689942018e-19,0.003591207992659517,,0.005599061191640013,0.002922052846115464
Pel,S2,heaCap.C,1600.0,4.336808689942018e-19,0.003592099767503116,,0.005623877075947981,0.0029362060833550974
Pel,S2,heaCap.C,1610.0,1.3010426069826053e-18,0.004742028768089192,,0.00571505759680913,0.004944521242037259
Pel,S2,heaCap.C,1620.0,4.336808689942018e-19,0.004776912058983438,,0.005801048537312772,0.004926193051725702
Pel,S2,heaCap.C,1630.0,0.0,0.004740494492342264,,0.005871111107549622,0.004899475351086147
Pel,S2,heaCap.C,1640.0,4.336808689942018e-19,0.004745156738591702,,0.005958623046835333,0.004872307206401083
Pel,S2,heaCap.C,1650.0,8.673617379884035e-19,0.004806412243584126,,0.006091649217360951,0.004820835689281711
Pel,S2,heaCap.C,1660.0,1.3010426069826053e-18,0.004905292183453631,,0.0062025242034423125,0.004802637013997968
Pel,S2,heaCap.C,1670.0,2.6020852139652106e-18,0.00495927730887255,,0.006303924053094476,0.004792421398112756
Pel,S2,heaCap.C,1680.0,1.734723475976807e-18,0.0026970283521344784,,0.009369932859374153,0.0013864118204021114
Pel,S2,heaCap.C,1690.0,1.734723475976807e-18,0.0033559881030549204,,0.0006449945672791953,0.0034161038596083326
Pel,S2,heaCap.C,1700.0,8.673617379884035e-19,0.003358611409292882,,0.0006639803920899037,0.0034496690559777665
Pel,S2,heaCap.C,1710.0,1.3010426069826053e-18,0.0043894526666722776,,0.004904557131231703,0.0007522209983518158
Pel,S2,heaCap.C,1720.0,0.0,0.004397745115285306,,0.004943028766371756,0.0007103210962926543
Pel,S2,heaCap.C,1730.0,1.3010426069826053e-18,0.00447212143804061,,0.005029624451211943,0.0006682958630918057
Pel,S2,heaCap.C,1740.0,4.336808689942018e-19,0.004509558690902788,,0.00508942954497274,0.0006462452116198225
Pel,S2,heaCap.C,1750.0,8.673617379884035e-19,0.004470929560449238,,0.005070400299173647,0.000604092756020691
Pel,S2,heaCap.C,1760.0,1.5178830414797062e-18,0.0044440075221825175,,0.005069664917015097,0.0005751129486852857
Pel,S2,heaCap.C,1770.0,0.0,0.004447846964236597,,0.0050731258367875225,0.0005583428434017268
Pel,S2,heaCap.C,1780.0,8.673617379884035e-19,0.0024105433917707628,,0.016836314710803144,0.0065470422490537805
Pel,S2,heaCap.C,1790.0,2.168404344971009e-18,0.01777647826354588,,0.006988973590693823,0.012866427650419454
Pel,S2,heaCap.C,1800.0,0.0,0.017805500785028495,,0.006989833050160332,0.012788704655832261
Pel,S2,heaCap.C,1810.0,4.336808689942018e-19,0.017788129981796963,,0.0070559712249695615,0.01276370830118878
Pel,S2,heaCap.C,1820.0,8.673617379884035e-19,0.017774757458558398,,0.007109520713245665,0.012696473601253588
Pel,S2,heaCap.C,1830.0,2.168404344971009e-18,0.017824010933625317,,0.007082877257654618,0.012701309283196682
Pel,S2,heaCap.C,1840.0,8.673617379884035e-19,0.017864230347888574,,0.007083013432133186,0.012676221658371456
Pel,S2,heaCap.C,1850.0,2.6020852139652106e-18,0.017887270115480393,,0.007102286654377021,0.012637685615512484
Pel,S2,heaCap.C,1860.0,2.6020852139652106e-18,0.017896797813098303,,0.007126973993583807,0.012608345278674382
Pel,S2,heaCap.C,1870.0,1.3010426069826053e-18,0.017898443267135713,,0.0071585259611505955,0.01258695444905722
Pel,S2,heaCap.C,1880.0,0.0,0.014680692295500588,,0.012463228745525393,0.002972090403968841
Pel,S2,heaCap.C,1890.0,3.469446951953614e-18,0.0025334633415587315,,0.001124894115815036,0.007363978832705453
Pel,S2,heaCap.C,1900.0,1.734723475976807e-18,0.002499460413002615,,0.001127483787208245,0.00740697714036076
Pel,S2,heaCap.C,1910.0,8.673617379884035e-19,0.001792701434383719,,0.000990462629398784,0.010127493217507944
Pel,S2,heaCap.C,1920.0,8.673617379884035e-19,0.0018275865793085612,,0.0010529072972669355,0.010179944993780943
Pel,S2,heaCap.C,1930.0,0.0,0.0018411263599749485,,0.0011595750516863144,0.010241167636170445
Pel,S2,heaCap.C,1940.0,3.469446951953614e-18,0.001834319047585773,,0.0011885914265246829,0.010258770793644678
Pel,S2,heaCap.C,1950.0,2.6020852139652106e-18,0.0018147273814797015,,0.0011846699091358076,0.010250658274121416
Pel,S2,heaCap.C,1960.0,0.0,0.0017829221994152553,,0.0011835559949502014,0.010245530240244882
Pel,S2,heaCap.C,1970.0,0.0,0.0017612544954837793,,0.0011794152706775841,0.010217694749353523
Pel,S2,heaCap.C,1980.0,4.336808689942018e-19,0.00019389559460447582,,0.007609085427056384,0.007455338176207915
Pel,S2,heaCap.C,1990.0,1.3010426069826053e-18,0.0021997466790782965,,0.007834142637441466,0.005381294753070254
Pel,S2,heaCap.C,2000.0,4.336808689942018e-19,0.0022596319980672163,,0.007862376408290921,0.005383827981677913
Pel,S2,heaCap.C,2010.0,1.734723475976807e-18,0.006147682998029221,,0.007665185975446034,0.007311554973331691
Pel,S2,heaCap.C,2020.0,0.0,0.006166506042826985,,0.007671451635394504,0.0073486499116194315
Pel,S2,heaCap.C,2030.0,4.336808689942018e-18,0.006165141075852755,,0.00769336865781764,0.00741513853510245
Pel,S2,heaCap.C,2040.0,0.0,0.006187162046624289,,0.00770413011200809,0.007443492016590003
Pel,S2,heaCap.C,2050.0,1.734723475976807e-18,0.006219843631925799,,0.0077145669381813615,0.007457377243875407
Pel,S2,heaCap.C,2060.0,1.734723475976807e-18,0.00625174577990863,,0.0077239653613086,0.0074673868268840815
Pel,S2,heaCap.C,2070.0,2.6020852139652106e-18,0.006279031810302663,,0.007735763786034574,0.007481906668079019
Pel,S2,heaCap.C,2080.0,4.336808689942018e-19,0.0021587038050003547,,0.007410404515969575,0.007633809330423125
Pel,S2,heaCap.C,2090.0,1.3010426069826053e-18,0.004655297546764685,,0.010732062547655193,0.013299977440103583
Pel,S2,heaCap.C,2100.0,1.3010426069826053e-18,0.00466506417901185,,0.010735994579239495,0.013359238431237985
Pel,S2,heaCap.C,2110.0,4.336808689942018e-19,0.004683111966558254,,0.010741276992642906,0.013430130739361612
Pel,S2,heaCap.C,2120.0,6.505213034913027e-19,0.0047068862628480744,,0.010865441106633407,0.013519418703793473
Pel,S2,heaCap.C,2130.0,8.673617379884035e-19,0.004736792893790383,,0.010945201296802473,0.013583708060197597
Pel,S2,heaCap.C,2140.0,2.168404344971009e-19,0.004756442856918855,,0.010983182569230483,0.013640251004552795
Pel,S2,heaCap.C,2150.0,0.0,0.004772725783142415,,0.011013233450826318,0.013700887266708817
Pel,S2,heaCap.C,2160.0,6.505213034913027e-19,0.004786629375977475,,0.011045816521746653,0.0137629704782537
Pel,S2,heaCap.C,2170.0,2.168404344971009e-19,0.004798904913433096,,0.011088176737737855,0.013822278149525635
Pel,S2,heaCap.C,2180.0,4.336808689942018e-19,0.002097134875719047,,0.0028887785647779517,0.011795823193370247
Pel,S2,heaCap.C,2190.0,3.469446951953614e-18,0.0011798516425763246,,0.011832505807056653,0.007781393490641775
Pel,S2,heaCap.C,2200.0,0.0,0.001200333784638177,,0.011835238049152437,0.007795451603532455
Pel,S2,heaCap.C,2210.0,1.734723475976807e-18,0.0011815747411059547,,0.009778790115823329,0.009909779614787118
Pel,S2,heaCap.C,2220.0,8.673617379884035e-19,0.0011868744208904701,,0.009702482446090389,0.009982652532214975
Pel,S2,heaCap.C,2230.0,2.6020852139652106e-18,0.0011253421072667906,,0.009685665859122622,0.009974275118111775
Pel,S2,heaCap.C,2240.0,0.0,0.0010804106711005557,,0.009682549696437623,0.009979035089554111
Pel,S2,heaCap.C,2250.0,8.673617379884035e-19,0.0010566307143205205,,0.009678957178566993,0.010006375358099673
Pel,S2,heaCap.C,2260.0,1.734723475976807e-18,0.001043650332521736,,0.009649635017279766,0.010040904903237613
Pel,S2,heaCap.C,2270.0,8.673617379884035e-19,0.0010457299442794303,,0.009592078712960722,0.010062936106913556
Pel,S2,heaCap.C,2280.0,1.734723475976807e-18,0.00037499835252275977,,0.004103541157001693,0.02304724427767424
Pel,S2,heaCap.C,2290.0,8.673617379884035e-19,0.0016886498870270408,,0.0014435162058917747,0.000977302315361528
Pel,S2,heaCap.C,2300.0,1.734723475976807e-18,0.001696067583740547,,0.0014685737027649408,0.0009829780462500826
Pel,S2,heaCap.C,2310.0,0.0,0.005283783056237314,,0.006410789045947746,0.006725253283224375
Pel,S2,heaCap.C,2320.0,0.0,0.00526965108729201,,0.006405157561854386,0.006672754035134232
Pel,S2,heaCap.C,2330.0,1.734723475976807e-18,0.005281930353529931,,0.006457025363262372,0.0066224688400674525
Pel,S2,heaCap.C,2340.0,0.0,0.005225674176717786,,0.0065032941286088195,0.006627092490754771
Pel,S2,heaCap.C,2350.0,0.0,0.005169565934114849,,0.0064987310337106755,0.006582449268631607
Pel,S2,heaCap.C,2360.0,5.204170427930421e-18,0.005096931118266318,,0.006490890600255235,0.006549762926330471
Pel,S2,heatPumpSystem.declination,0.0,0.0,0.0,0.0,0.0,0.0
Pel,S2,heatPumpSystem.declination,10.0,,1.951563910473908e-18,1.0842021724855044e-18,0.0,0.0
Pel,S2,heatPumpSystem.declination,20.0,,3.469446951953614e-18,1.734723475976807e-18,0.0,0.0
Pel,S2,heatPumpSystem.declination,30.0,,0.0,1.0408340855860843e-17,2.220446049250313e-16,0.0
Pel,S2,heatPumpSystem.declination,40.0,,0.0,0.0,0.0,0.0
Pel,S2,heatPumpSystem.declination,50.0,,6.938893903907228e-18,0.0,0.0,0.0
Pel,S2,heatPumpSystem.declination,60.0,,6.938893903907228e-18,0.0,0.0,0.0
Pel,S2,heatPumpSystem.declination,70.0,,0.0,6.938893903907228e-18,0.0,0.0
Pel,S2,heatPumpSystem.declination,80.0,,3.469446951953614e-18,0.0,0.0,1.1102230246251565e-16
Pel,S2,heatPumpSystem.declination,90.0,,0.0,0.0,2.7755575615628914e-17,0.0
Pel,S2,heatPumpSystem.declination,100.0,,0.0,0.0,0.0,0.0
Pel,S2,heatPumpSystem.declination,110.0,,5.204170427930421e-18,0.0,1.3877787807814457e-17,0.0
Pel,S2,heatPumpSystem.declination,120.0,,1.734723475976807e-18,0.0,0.0,0.0
Pel,S2,heatPumpSystem.declination,130.0,,8.673617379884035e-19,1.734723475976807e-18,0.0,0.0
Pel,S2,heatPumpSystem.declination,140.0,,2.6020852139652106e-18,1.734723475976807e-18,0.0,0.0
Pel,S2,heatPumpSystem.declination,150.0,,0.0,0.0,0.0,0.0
Pel,S2,heatPumpSystem.declination,160.0,,1.734723475976807e-18,1.734723475976807e-18,1.3877787807814457e-17,0.0
Pel,S2,heatPumpSystem.declination,170.0,,3.469446951953614e-18,1.734723475976807e-18,0.0,0.0
Pel,S2,heatPumpSystem.declination,180.0,,1.734723475976807e-18,0.0,6.938893903907228e-18,0.0
Pel,S2,heatPumpSystem.declination,190.0,,8.673617379884035e-19,3.469446951953614e-18,1.3877787807814457e-17,0.0
Pel,S2,heatPumpSystem.declination,200.0,,8.673617379884035e-19,0.0,0.0,1.1102230246251565e-16
